image_id,true_cat
cropped0.png,5
cropped2.png,5
cropped3.png,2
cropped4.png,2
cropped10.png,2
cropped21.png,5
cropped24.png,5
cropped30.png,2
cropped35.png,1
cropped39.png,5
cropped41.png,2
cropped42.png,5
cropped43.png,5
cropped44.png,5
cropped46.png,2
cropped56.png,7
cropped59.png,7
cropped63.png,6
cropped64.png,6
cropped65.png,6
cropped75.png,7
cropped78.png,7
cropped82.png,7
cropped85.png,6
cropped87.png,7
cropped104.png,7
cropped125.png,3
cropped130.png,6
cropped153.png,5
cropped154.png,5
cropped176.png,2
cropped179.png,2
cropped182.png,5
cropped212.png,2
cropped213.png,3
cropped214.png,5
cropped215.png,2
cropped216.png,2
cropped218.png,3
cropped222.png,2
cropped227.png,2
cropped228.png,7
cropped233.png,5
cropped235.png,2
cropped236.png,3
cropped242.png,3
cropped243.png,6
cropped245.png,6
cropped256.png,2
cropped261.png,2
cropped262.png,2
cropped270.png,2
cropped274.png,3
cropped277.png,6
cropped278.png,5
cropped279.png,5
cropped285.png,6
cropped288.png,5
cropped292.png,5
cropped293.png,2
cropped294.png,5
cropped296.png,2
cropped297.png,5
cropped303.png,5
cropped311.png,5
cropped317.png,5
cropped324.png,5
cropped327.png,2
cropped332.png,2
cropped345.png,3
cropped350.png,5
cropped354.png,6
cropped356.png,2
cropped358.png,5
cropped364.png,5
cropped376.png,2
cropped380.png,3
cropped383.png,2
cropped385.png,5
cropped388.png,5
cropped397.png,6
cropped404.png,2
cropped407.png,5
cropped409.png,5
cropped411.png,2
cropped416.png,5
cropped419.png,2
cropped426.png,5
cropped428.png,6
cropped429.png,5
cropped433.png,3
cropped456.png,6
cropped461.png,7
cropped466.png,7
cropped467.png,7
cropped468.png,7
cropped485.png,3
cropped496.png,7
cropped500.png,7
cropped541.png,4
cropped542.png,6
cropped596.png,4
cropped604.png,6
cropped624.png,7
cropped665.png,5
cropped666.png,5
cropped673.png,2
cropped681.png,5
cropped690.png,4
cropped712.png,5
cropped713.png,5
cropped714.png,3
cropped751.png,5
cropped766.png,5
cropped774.png,6
cropped787.png,2
cropped788.png,2
cropped792.png,5
cropped794.png,2
cropped799.png,2
cropped807.png,7
cropped826.png,7
cropped838.png,1
cropped857.png,2
cropped863.png,5
cropped879.png,2
cropped882.png,3
cropped885.png,6
cropped886.png,7
cropped897.png,3
cropped898.png,3
cropped899.png,3
cropped943.png,2
cropped952.png,3
cropped963.png,2
cropped964.png,2
cropped967.png,6
cropped968.png,1
cropped993.png,7
cropped998.png,6
cropped1004.png,6
cropped1023.png,3
cropped1025.png,2
cropped1028.png,1
cropped1031.png,6
cropped1032.png,7
cropped1033.png,7
cropped1035.png,7
cropped1042.png,3
cropped1054.png,6
cropped1055.png,6
cropped1060.png,6
cropped1061.png,3
cropped1074.png,3
cropped1080.png,7
cropped1082.png,6
cropped1083.png,4
cropped1092.png,6
cropped1105.png,6
cropped1107.png,6
cropped1108.png,7
cropped1109.png,7
cropped1110.png,7
cropped1113.png,7
cropped1115.png,6
cropped1148.png,7
cropped1149.png,6
cropped1183.png,6
cropped1187.png,4
cropped1203.png,6
cropped1213.png,3
cropped1214.png,3
cropped1219.png,6
cropped1221.png,6
cropped1226.png,6
cropped1252.png,6
cropped1291.png,6
cropped1294.png,2
cropped1297.png,6
cropped1298.png,7
cropped1309.png,2
cropped1310.png,2
cropped1311.png,2
cropped1312.png,2
cropped1313.png,5
cropped1314.png,2
cropped1315.png,6
cropped1328.png,1
cropped1330.png,1
cropped1355.png,6
cropped1356.png,6
cropped1357.png,5
cropped1381.png,7
cropped1400.png,3
cropped1408.png,7
cropped1409.png,7
cropped1412.png,3
cropped1416.png,5
cropped1421.png,1
cropped1469.png,3
cropped1470.png,3
cropped1471.png,3
cropped1477.png,4
cropped1491.png,2
cropped1495.png,2
cropped1499.png,3
cropped1504.png,3
cropped1510.png,6
cropped1526.png,3
cropped1534.png,6
cropped1536.png,6
cropped1548.png,7
cropped1550.png,6
cropped1551.png,7
cropped1568.png,3
cropped1569.png,3
cropped1570.png,3
cropped1585.png,3
cropped1587.png,3
cropped1613.png,2
cropped1615.png,2
cropped1629.png,7
cropped1632.png,7
cropped1639.png,7
cropped1641.png,7
cropped1643.png,3
cropped1651.png,3
cropped1663.png,3
cropped1685.png,2
cropped1687.png,2
cropped1688.png,2
cropped1689.png,7
cropped1691.png,7
cropped1692.png,3
cropped1693.png,3
cropped1700.png,3
cropped1706.png,1
cropped1716.png,7
cropped1717.png,6
cropped1718.png,6
cropped1721.png,2
cropped1739.png,2
cropped1765.png,6
cropped1774.png,2
cropped1775.png,6
cropped1776.png,6
cropped1780.png,6
cropped1789.png,3
cropped1790.png,3
cropped1792.png,3
cropped1808.png,3
cropped1809.png,3
cropped1812.png,3
cropped1817.png,6
cropped1818.png,6
cropped1819.png,5
cropped1821.png,6
cropped1823.png,6
cropped1859.png,5
cropped1867.png,2
cropped1877.png,7
cropped1882.png,7
cropped1884.png,7
cropped1885.png,7
cropped1888.png,6
cropped1890.png,5
cropped1892.png,6
cropped1893.png,5
cropped1895.png,6
cropped1899.png,7
cropped1900.png,8
cropped1905.png,7
cropped1912.png,3
cropped1921.png,3
cropped1924.png,3
cropped1931.png,6
cropped1935.png,6
cropped1936.png,6
cropped1968.png,5
cropped1986.png,3
cropped1989.png,7
cropped2008.png,3
cropped2010.png,3
cropped2011.png,3
cropped2012.png,3
cropped2035.png,7
cropped2042.png,7
cropped2064.png,3
cropped2067.png,3
cropped2074.png,6
cropped2076.png,5
cropped2078.png,2
cropped2089.png,6
cropped2090.png,6
cropped2091.png,6
cropped2099.png,5
cropped2101.png,4
cropped2102.png,2
cropped2104.png,2
cropped2105.png,5
cropped2113.png,7
cropped2117.png,2
cropped2161.png,1
cropped2189.png,6
cropped2190.png,6
cropped2196.png,5
cropped2204.png,7
cropped2207.png,6
cropped2228.png,4
cropped2232.png,2
cropped2233.png,2
cropped2237.png,7
cropped2277.png,7
cropped2287.png,2
cropped2299.png,6
cropped2307.png,4
cropped2335.png,7
cropped2342.png,7
cropped2361.png,6
cropped2381.png,3
cropped2409.png,6
cropped2423.png,6
cropped2428.png,6
cropped2429.png,6
cropped2430.png,7
cropped2450.png,6
cropped2459.png,6
cropped2490.png,3
cropped2492.png,3
cropped2511.png,6
cropped2512.png,6
cropped2516.png,6
cropped2533.png,6
cropped2534.png,5
cropped2535.png,5
cropped2546.png,6
cropped2551.png,6
cropped2604.png,6
cropped2605.png,1
cropped2609.png,6
cropped2660.png,3
cropped2678.png,6
cropped2688.png,6
cropped2701.png,3
cropped2702.png,3
cropped2703.png,3
cropped2704.png,5
cropped2706.png,3
cropped2710.png,5
cropped2713.png,3
cropped2714.png,3
cropped2717.png,6
cropped2757.png,2
cropped2758.png,3
cropped2759.png,2
cropped2760.png,2
cropped2763.png,5
cropped2767.png,5
cropped2769.png,2
cropped2770.png,3
cropped2774.png,2
cropped2778.png,7
cropped2791.png,8
cropped2805.png,3
cropped2824.png,5
cropped2853.png,7
cropped2854.png,7
cropped2855.png,7
cropped2887.png,2
cropped2906.png,1
cropped2934.png,3
cropped2936.png,6
cropped2945.png,3
cropped2987.png,7
cropped2997.png,6
cropped3021.png,3
cropped3022.png,3
cropped3023.png,3
cropped3028.png,6
cropped3030.png,3
cropped3049.png,7
cropped3050.png,7
cropped3074.png,3
cropped3076.png,3
cropped3084.png,6
cropped3088.png,4
cropped3096.png,7
cropped3098.png,7
cropped3103.png,6
cropped3106.png,7
cropped3113.png,2
cropped3115.png,5
cropped3118.png,6
cropped3121.png,3
cropped3123.png,6
cropped3143.png,2
cropped3144.png,3
cropped3147.png,3
cropped3149.png,2
cropped3152.png,3
cropped3153.png,3
cropped3170.png,6
cropped3171.png,6
cropped3184.png,6
cropped3232.png,3
cropped3233.png,3
cropped3243.png,7
cropped3255.png,7
cropped3271.png,7
cropped3275.png,7
cropped3277.png,7
cropped3279.png,7
cropped3292.png,3
cropped3312.png,3
cropped3313.png,3
cropped3327.png,2
cropped3332.png,3
cropped3335.png,2
cropped3349.png,7
cropped3350.png,7
cropped3351.png,7
cropped3362.png,7
cropped3363.png,7
cropped3388.png,6
cropped3403.png,3
cropped3425.png,1
cropped3466.png,3
cropped3512.png,8
cropped3524.png,3
cropped3581.png,7
cropped3584.png,2
cropped3585.png,2
cropped3586.png,2
cropped3588.png,2
cropped3598.png,6
cropped3638.png,5
cropped3667.png,2
cropped3669.png,2
cropped3670.png,2
cropped3681.png,7
cropped3682.png,7
cropped3683.png,7
cropped3698.png,6
cropped3733.png,6
cropped3734.png,2
cropped3736.png,2
cropped3737.png,2
cropped3738.png,2
cropped3739.png,2
cropped3740.png,3
cropped3741.png,3
cropped3744.png,6
cropped3748.png,6
cropped3749.png,6
cropped3762.png,2
cropped3781.png,2
cropped3784.png,2
cropped3789.png,3
cropped3790.png,3
cropped3792.png,3
cropped3813.png,7
cropped3841.png,2
cropped3842.png,2
cropped3847.png,2
cropped3853.png,6
cropped3854.png,2
cropped3855.png,2
cropped3863.png,6
cropped3867.png,7
cropped3871.png,4
cropped3874.png,6
cropped3883.png,6
cropped3885.png,2
cropped3886.png,5
cropped3888.png,2
cropped3889.png,2
cropped3890.png,2
cropped3892.png,2
cropped3900.png,7
cropped3904.png,7
cropped3909.png,4
cropped3910.png,4
cropped3915.png,3
cropped3916.png,3
cropped3917.png,8
cropped3919.png,2
cropped3920.png,2
cropped3921.png,2
cropped3922.png,2
cropped3932.png,3
cropped3936.png,7
cropped3940.png,7
cropped3945.png,5
cropped3950.png,7
cropped3952.png,7
cropped3953.png,5
cropped3954.png,2
cropped3984.png,6
cropped3989.png,2
cropped3997.png,3
cropped4002.png,3
cropped4003.png,3
cropped4004.png,6
cropped4012.png,6
cropped4041.png,5
cropped4042.png,2
cropped4043.png,2
cropped4045.png,7
cropped4046.png,7
cropped4057.png,6
cropped4112.png,6
cropped4113.png,7
cropped4142.png,3
cropped4144.png,3
cropped4148.png,6
cropped4157.png,3
cropped4161.png,5
cropped4162.png,2
cropped4164.png,3
cropped4167.png,3
cropped4179.png,7
cropped4184.png,6
cropped4185.png,6
cropped4191.png,5
cropped4192.png,5
cropped4193.png,5
cropped4194.png,3
cropped4203.png,2
cropped4209.png,5
cropped4231.png,7
cropped4235.png,3
cropped4237.png,2
cropped4239.png,2
cropped4240.png,2
cropped4243.png,6
cropped4253.png,7
cropped4254.png,5
cropped4255.png,7
cropped4257.png,7
cropped4270.png,5
cropped4272.png,6
cropped4274.png,5
cropped4276.png,6
cropped4278.png,6
cropped4280.png,7
cropped4283.png,2
cropped4295.png,1
cropped4296.png,3
cropped4297.png,3
cropped4298.png,6
cropped4314.png,2
cropped4324.png,2
cropped4325.png,3
cropped4331.png,3
cropped4334.png,3
cropped4336.png,6
cropped4339.png,7
cropped4342.png,7
cropped4350.png,3
cropped4352.png,3
cropped4353.png,3
cropped4354.png,3
cropped4355.png,3
cropped4356.png,1
cropped4358.png,1
cropped4360.png,6
cropped4363.png,6
cropped4364.png,7
cropped4366.png,2
cropped4368.png,3
cropped4369.png,2
cropped4377.png,4
cropped4379.png,5
cropped4385.png,3
cropped4399.png,3
cropped4402.png,6
cropped4405.png,3
cropped4411.png,5
cropped4412.png,3
